Customer ID,Credit Score,Existing Loans,Utilization,Missed Payments (12M),Total Outstanding Debt,Debt-to-Income Ratio
662,650,2,0.07,5,395137.68,0.69
663,560,5,0.74,3,451388.82,0.66
664,760,3,0.35,3,101066.36,0.35
665,850,2,0.17,0,259373.53,0.47
666,770,2,0.77,1,249862.52,0.32
667,620,4,0.75,1,329981.09,0.75
668,570,4,0.57,6,202750.53,0.23
669,660,4,0.53,3,233887.07,0.18
670,720,5,0.09,1,352354.3,0.53
671,700,0,0.99,0,322552.49,0.8
672,500,3,0.53,5,439175.77,0.71
673,600,1,0.94,5,267194.4,0.34
674,720,5,0.34,1,459474.0,0.67
675,630,1,0.76,4,333956.39,0.2
676,730,2,0.5,4,334647.48,0.45
677,680,3,0.28,4,473276.19,0.12
678,620,4,0.3,6,347394.07,0.26
679,690,1,0.78,2,345885.72,0.11
680,570,2,0.81,6,441603.16,0.46
681,820,3,0.44,1,5123.37,0.18
682,750,1,0.25,5,216166.11,0.25
683,760,5,0.45,3,51761.33,0.44
684,570,3,0.21,6,410713.89,0.63
685,640,5,0.54,2,39875.21,0.62
686,800,0,0.06,0,395081.63,0.6
687,710,5,0.39,3,251992.68,0.26
688,680,3,0.39,4,373038.34,0.12
689,850,3,0.27,0,165093.49,0.4
690,620,4,0.1,6,114500.59,0.7
691,750,2,0.73,0,66067.23,0.69
692,560,4,0.77,3,481536.39,0.69
693,550,1,0.77,5,274824.47,0.62
694,750,3,0.42,0,267232.88,0.73
695,700,0,0.89,0,308950.48,0.58
696,750,0,0.79,0,385491.57,0.41
697,700,5,0.72,0,11798.6,0.66
698,680,1,0.1,4,356338.38,0.58
699,690,2,0.95,2,478774.99,0.33
700,710,1,0.44,3,407172.55,0.55
701,660,3,0.08,3,314246.28,0.75
702,600,3,0.17,5,440920.49,0.71
703,700,0,0.7,0,344060.22,0.61
704,730,5,0.46,4,20013.17,0.45
705,660,5,0.57,3,227958.15,0.45
706,740,1,0.46,2,403535.87,0.51
707,550,5,0.78,5,42071.71,0.76
708,750,0,0.64,0,70950.37,0.63
709,620,4,0.8,1,326937.42,0.62
710,800,0,0.99,0,235066.22,0.48
711,550,3,0.94,5,246738.2,0.7
712,750,2,0.65,0,265987.11,0.23
713,570,3,1.0,6,113127.02,0.21
714,610,4,0.94,3,61570.01,0.63
715,580,4,0.88,4,365619.19,0.12
716,600,1,0.6,5,220256.92,0.6
717,520,3,0.68,6,101167.82,0.57
718,570,3,0.41,6,339180.59,0.54
719,690,1,0.61,2,414425.95,0.3
720,580,5,0.68,4,122191.23,0.64
721,580,5,0.69,4,326937.36,0.39
722,550,3,0.88,5,222914.77,0.75
723,610,2,0.9,3,375858.23,0.74
724,660,2,0.63,3,164792.78,0.56
725,700,4,0.92,0,314217.27,0.19
726,660,4,0.55,3,187732.98,0.45
727,670,3,0.93,1,189014.74,0.6
728,700,3,0.57,0,455712.5,0.48
729,550,5,0.71,5,462696.61,0.43
730,720,4,0.4,1,258862.22,0.53
731,700,0,0.82,0,395692.21,0.72
732,710,1,0.81,3,200023.84,0.34
733,550,5,0.69,5,242279.6,0.78
734,900,1,0.44,0,52545.5,0.13
735,470,5,0.81,6,441614.1,0.69
736,580,1,0.65,4,278012.81,0.58
737,750,0,0.76,0,111327.59,0.7
738,850,1,0.0,0,61351.57,0.75
739,800,4,0.15,0,31829.11,0.78
740,640,3,0.54,2,405491.25,0.16
741,770,1,0.94,1,57390.63,0.42
742,750,1,0.21,5,234582.96,0.31
743,840,2,0.13,2,22620.05,0.42
744,570,5,0.26,6,376793.4,0.78
745,650,1,0.01,5,380706.64,0.74
746,740,5,0.2,2,220686.83,0.68
747,740,3,0.09,2,222594.56,0.75
748,470,4,0.93,6,386946.11,0.54
749,800,1,0.78,0,140820.69,0.21
750,750,2,0.52,0,5422.92,0.66
751,820,2,0.05,1,81088.56,0.79
752,750,0,0.65,0,33239.43,0.69
753,750,4,0.33,0,393979.44,0.58
754,620,1,0.83,6,188222.72,0.37
755,520,5,0.83,6,355929.28,0.25
756,790,4,0.34,2,33030.72,0.33
757,670,3,0.9,1,439750.07,0.12
758,850,5,0.11,0,199215.46,0.36
759,800,3,0.06,0,110309.12,0.59
760,750,0,0.69,0,213027.6,0.6
761,760,1,0.14,3,454729.7,0.15
762,600,2,0.86,5,352092.17,0.31
763,630,3,0.93,4,188965.73,0.2
764,850,0,0.32,0,277920.74,0.12
765,750,0,0.62,0,303955.65,0.14
766,730,4,0.25,4,168760.8,0.23
767,850,0,0.36,0,388072.51,0.33
768,820,1,0.03,1,56991.53,0.69
769,470,4,0.64,6,301879.44,0.62
770,800,1,0.03,0,286219.58,0.59
771,770,4,0.48,1,392759.51,0.27
772,610,4,0.62,3,303589.84,0.11
773,680,3,0.16,4,112821.31,0.69
774,700,1,0.0,5,118614.47,0.58
775,700,0,0.52,0,419677.71,0.67
776,630,4,0.84,4,136252.64,0.11
777,760,3,0.48,3,120697.48,0.34
778,520,3,0.76,6,78071.14,0.76
779,640,5,0.69,2,398547.44,0.24
780,550,5,0.82,5,470520.0,0.31
781,570,5,0.19,6,269605.52,0.52
782,600,3,0.29,5,411272.0,0.66
783,630,2,0.91,4,297006.13,0.32
784,750,1,0.74,0,15127.04,0.78
785,730,1,0.15,4,303154.37,0.14
786,580,3,0.75,4,355450.63,0.46
787,690,3,0.71,2,168781.52,0.29
788,800,0,0.6,0,75852.51,0.23
789,650,5,0.5,5,153642.17,0.53
790,630,4,0.86,4,53435.78,0.26
791,500,4,0.94,5,395627.38,0.77
792,710,5,0.11,3,151020.4,0.65
793,840,2,0.37,2,112358.77,0.3
794,710,5,0.25,3,82048.56,0.75
795,570,1,0.55,6,185282.66,0.78
796,800,4,0.08,0,354530.92,0.48
797,670,2,0.4,6,354916.2,0.22
798,750,0,0.86,0,180180.44,0.57
799,720,1,0.21,6,85329.78,0.4
800,620,4,0.12,6,491488.36,0.19
801,650,4,0.5,5,313505.37,0.44
802,620,5,0.57,1,410132.53,0.64
803,640,2,0.75,2,272065.55,0.6
804,800,0,0.68,0,1933.7,0.27
805,650,4,0.53,0,314411.93,0.66
806,770,3,0.12,1,205646.38,0.7
807,700,1,0.13,5,439931.8,0.17
808,720,2,0.11,6,107305.2,0.31
809,550,3,0.59,5,381950.4,0.36
810,750,4,0.91,0,33639.17,0.41
811,800,3,0.4,0,7741.73,0.65
812,750,5,0.93,0,243148.71,0.21
813,700,1,0.2,5,349658.94,0.12
814,620,1,0.75,6,97086.11,0.12
815,720,2,0.95,1,93125.74,0.51
816,570,4,0.78,6,28359.13,0.43
817,600,5,0.59,5,56695.84,0.14
818,550,4,0.79,5,134785.69,0.76
819,710,1,0.81,3,175033.39,0.4
820,700,1,0.9,0,259116.29,0.59
821,550,2,0.75,5,317524.68,0.55
822,800,5,0.03,0,484571.16,0.3
823,750,0,0.79,0,13377.53,0.53
824,900,0,0.38,0,86254.85,0.35
825,770,2,0.71,1,17384.1,0.43
826,750,0,0.52,0,230214.94,0.72
827,760,2,0.47,3,439885.58,0.24
828,710,5,0.34,3,458256.14,0.12
829,740,4,0.26,2,252889.14,0.36
830,730,2,0.13,4,279170.26,0.25
831,600,2,0.79,5,379640.55,0.36
832,730,4,0.43,4,59928.6,0.31
833,520,5,0.75,6,371434.37,0.4
834,580,2,0.65,4,457694.91,0.75
835,650,3,0.56,0,452683.08,0.53
836,580,2,0.67,4,454780.51,0.54
837,800,3,0.46,0,274039.68,0.5
838,750,0,0.7,0,198527.64,0.52
839,790,2,0.2,2,152874.02,0.76
840,710,1,0.48,3,370790.4,0.66
841,690,3,0.32,2,291070.07,0.57
842,700,0,0.89,0,374073.55,0.58
843,750,0,0.95,0,30260.42,0.7
844,740,1,0.63,2,48555.18,0.29
845,790,3,0.4,2,139219.46,0.42
846,760,4,0.39,3,23534.46,0.29
847,870,1,0.36,1,169643.32,0.37
848,650,2,0.62,5,71677.46,0.11
849,610,4,0.78,3,145973.09,0.65
850,710,5,0.38,3,102761.26,0.69
851,720,1,0.85,1,452130.08,0.26
852,740,5,0.44,2,98926.59,0.72
853,800,0,0.89,0,222419.71,0.16
854,800,0,0.39,0,469909.68,0.79
855,580,5,0.83,4,58120.85,0.54
856,770,5,0.23,1,304620.19,0.22
857,750,4,0.35,0,308166.42,0.77
858,600,1,0.73,5,360616.94,0.46
859,680,1,0.77,4,68531.87,0.31
860,720,2,0.92,1,395691.92,0.13
861,750,1,0.69,0,488052.77,0.3
862,750,0,0.73,0,262694.48,0.15
863,620,5,0.94,1,307886.24,0.56
864,900,0,0.32,0,200366.17,0.25
865,620,2,0.59,6,180924.23,0.2
866,900,0,0.32,0,220134.32,0.43
867,850,0,0.01,0,249999.85,0.51
868,620,1,0.38,6,416597.1,0.8
869,690,5,0.46,2,463451.99,0.64
870,730,1,0.12,4,166072.66,0.75
871,770,1,0.63,1,176798.4,0.31
872,730,3,0.31,4,57240.14,0.41
873,770,5,0.33,1,120431.67,0.75
874,850,0,0.1,0,118464.56,0.55
875,790,2,0.07,2,261632.94,0.35
876,580,2,0.73,4,452411.33,0.66
877,800,3,0.21,0,296032.59,0.25
878,800,1,0.04,0,263900.42,0.73
879,770,3,0.12,1,361186.99,0.31
880,720,1,0.98,1,12956.27,0.66
881,670,5,0.61,1,223308.54,0.55
882,610,2,0.72,3,327323.6,0.55
883,820,4,0.38,1,42850.46,0.38
884,790,5,0.07,2,171355.15,0.48
885,850,4,0.41,0,141546.59,0.5
886,570,5,0.15,6,483614.92,0.56
887,710,3,0.09,3,386443.87,0.5
888,800,0,0.76,0,142240.34,0.47
889,850,0,0.23,0,331596.43,0.22
890,750,2,0.91,0,266884.3,0.38
891,750,0,0.77,0,368358.18,0.44
892,820,2,0.06,1,162142.31,0.58
893,820,4,0.31,1,140104.5,0.29
894,620,5,0.8,1,275428.42,0.77
895,850,0,0.41,0,389546.13,0.39
896,630,5,0.36,4,450017.75,0.72
897,650,5,0.18,5,398278.04,0.44
898,790,1,0.28,2,469797.54,0.49
899,790,1,0.45,2,465339.32,0.38
900,610,1,0.92,3,387901.69,0.75
901,820,1,0.09,1,177205.19,0.66
902,750,0,0.54,0,223130.27,0.64
903,650,3,0.14,5,320966.05,0.33
904,550,1,0.8,5,341322.64,0.55
905,750,2,0.7,0,345080.77,0.43
906,850,0,0.43,0,486943.85,0.29
907,520,3,0.77,6,474446.11,0.36
908,750,5,0.64,0,38456.95,0.41
909,800,0,0.12,0,482442.57,0.7
910,800,0,0.94,0,155156.33,0.34
911,700,3,0.48,5,92859.08,0.22
912,760,2,0.17,3,69977.69,0.78
913,850,0,0.34,0,79291.78,0.79
914,570,1,0.86,6,115185.22,0.66
915,680,4,0.26,4,363824.34,0.5
916,700,4,0.95,0,160344.63,0.57
917,640,5,0.85,2,53731.49,0.7
918,640,3,0.92,2,46170.85,0.64
919,570,5,0.67,6,46942.24,0.42
920,670,4,0.93,1,405390.33,0.43
921,650,5,0.54,0,401730.88,0.51
922,570,1,0.97,6,251582.48,0.11
923,800,0,0.73,0,70163.6,0.18
924,650,4,0.42,5,281264.56,0.26
925,870,2,0.12,1,168555.16,0.43
926,750,5,0.79,0,72257.67,0.19
927,800,5,0.2,0,147317.64,0.66
928,850,0,0.42,0,280708.31,0.35
929,760,2,0.35,3,101609.82,0.65
930,700,5,0.77,0,406769.55,0.25
931,900,0,0.23,0,151568.34,0.4
932,630,3,0.35,4,271389.41,0.55
933,550,5,0.58,5,290730.36,0.27
934,650,4,0.14,5,99329.15,0.58
935,550,4,0.96,5,118882.16,0.58
936,750,0,0.94,0,95671.92,0.76
937,670,4,0.97,1,360780.53,0.11
938,720,2,0.59,1,339811.37,0.23
939,590,5,0.88,2,272865.25,0.77
940,700,1,0.18,5,225562.95,0.56
941,770,1,0.46,1,443308.84,0.56
942,710,3,0.38,3,219342.99,0.68
943,680,2,0.66,4,44977.27,0.32
944,640,5,0.63,2,276289.43,0.5
945,720,5,0.78,1,16222.19,0.42
946,800,3,0.49,0,390340.29,0.41
947,850,0,0.26,0,289851.69,0.43
948,520,3,0.77,6,237986.48,0.7
949,820,2,0.28,1,273056.33,0.33
950,670,4,0.33,6,168994.22,0.32
951,850,0,0.04,0,68524.32,0.65
952,570,4,0.59,6,131214.08,0.27
953,800,5,0.43,0,100245.45,0.53
954,560,5,0.82,3,386298.95,0.58
955,650,5,0.55,0,293343.12,0.57
956,620,3,0.28,6,146609.64,0.67
957,620,1,0.89,6,61780.69,0.39
958,650,3,0.37,5,44050.76,0.79
959,750,5,0.84,0,139330.01,0.13
960,690,4,0.39,2,381704.31,0.76
961,720,2,0.52,1,310132.72,0.13
962,700,1,0.79,0,453031.8,0.76
963,710,1,0.86,3,141509.08,0.41
964,850,2,0.33,0,132030.13,0.72
965,820,2,0.46,1,147050.81,0.69
966,630,2,0.64,4,118175.21,0.64
967,500,5,0.82,5,253263.47,0.62
968,790,4,0.34,2,227534.6,0.2
969,720,1,0.94,1,421394.09,0.47
970,720,1,0.57,1,102025.57,0.62
971,600,1,0.91,5,472050.34,0.5
972,760,4,0.19,3,239962.37,0.38
973,850,0,0.26,0,460479.21,0.47
974,630,3,0.91,4,246120.54,0.2
975,850,0,0.38,0,12826.58,0.51
976,730,2,0.08,4,307272.56,0.36
977,780,2,0.2,4,188294.32,0.3
978,750,0,0.8,0,129451.47,0.68
979,650,3,0.67,0,300622.04,0.52
980,770,3,0.31,1,64529.87,0.61
981,660,2,0.88,3,401817.65,0.22
982,740,5,0.33,2,305711.68,0.14
983,720,1,0.03,6,85670.15,0.15
984,670,1,0.13,6,204987.8,0.69
985,680,3,0.36,4,249443.6,0.52
986,790,1,0.38,2,461630.8,0.27
987,800,0,0.23,0,393022.86,0.54
988,670,2,0.3,6,335061.71,0.41
989,600,1,0.81,5,55505.37,0.79
990,740,5,0.4,2,353206.46,0.13
991,650,5,1.0,0,258123.61,0.76
992,800,0,0.3,0,466890.4,0.75
993,710,4,0.23,3,52532.1,0.74
994,900,0,0.38,0,188589.36,0.15
995,690,5,0.94,2,110153.64,0.15
996,530,5,0.99,4,462218.38,0.67
997,710,5,0.16,3,250061.5,0.46
998,610,4,0.91,3,38709.46,0.55
999,630,5,0.93,4,54888.21,0.43
1000,650,4,0.99,0,408996.46,0.59
