Customer ID,Date,Category,Source,Amount
300,26/07/2024,Shopping,Myntra,2468.91
300,2024-11-24,Cash Withdrawals,Cash Withdrawals,3428.31
300,18/05/2024,Food & Dining,Zomato,3136.38
300,2024-05-17,Loan EMI Payment,ICICI EMI,4553.41
300,2024-08-16,Loan EMI Payment,SBI Home Loan,1347.79
300,26/02/2024,Transfers,Transfers,2893.97
300,2025-02-04,Salary Credit,Salary Credit,31517.55
300,2024-12-24,Transfers,Transfers,555.83
300,2024-07-02,Loan EMI Payment,HDFC Loan,3109.98
300,2024-10-15,Salary Credit,Salary Credit,99672.22
300,"Nov 13, 2024",Cash Withdrawals,Cash Withdrawals,1549.43
300,01/11/2024,Salary Credit,Salary Credit,57229.57
300,23/02/2024,Salary Credit,Salary Credit,33553.6
300,2024-11-09,Shopping,Myntra,4099.35
300,28/10/2024,Food & Dining,Swiggy,1981.03
300,20/10/2024,Food & Dining,Swiggy,2574.33
300,10/04/2024,Food & Dining,Starbucks,4003.29
300,"May 24, 2024",Transfers,Transfers,1748.12
300,2024-10-05,Salary Credit,Salary Credit,60149.46
300,"Aug 07, 2024",Shopping,Myntra,2639.68
300,"Nov 03, 2024",Food & Dining,Starbucks,4619.48
300,"Apr 10, 2024",Utility Bill,Water,3365.59
300,"May 21, 2024",Utility Bill,Gas,1392.1
300,"May 19, 2024",Food & Dining,Swiggy,2899.17
300,03/10/2024,Transfers,Transfers,4921.25
300,24/09/2024,Transfers,Transfers,447.24
300,"Oct 27, 2024",Utility Bill,Broadband,3490.41
300,2025-01-04,Food & Dining,Zomato,200.37
300,2024-04-15,Salary Credit,Salary Credit,38336.04
300,17/02/2024,Utility Bill,Broadband,2811.35
300,29/03/2024,Food & Dining,Swiggy,1928.73
300,2024-12-08,Salary Credit,Salary Credit,60731.48
300,19/03/2024,Loan EMI Payment,HDFC Loan,413.16
300,20/10/2024,Food & Dining,Zomato,2441.79
301,15/11/2024,Cash Withdrawals,Cash Withdrawals,2399.1
301,"Feb 03, 2025",Loan EMI Payment,ICICI EMI,520.59
301,11/07/2024,Food & Dining,Starbucks,3889.92
301,2024-07-16,Utility Bill,Broadband,175.89
301,2024-11-13,Utility Bill,Gas,1318.96
301,"Sep 27, 2024",Shopping,Myntra,3825.72
301,"Jan 27, 2025",Transfers,Transfers,1195.04
301,15/03/2024,Utility Bill,Electricity,3966.84
301,01/09/2024,Utility Bill,Water,3627.07
301,31/01/2025,Shopping,Myntra,1293.71
301,"Apr 26, 2024",Loan EMI Payment,ICICI EMI,554.33
301,18/01/2025,Utility Bill,Water,2633.45
301,26/07/2024,Transfers,Transfers,1400.95
301,2024-04-17,Utility Bill,Electricity,2809.12
301,"Dec 31, 2024",Cash Withdrawals,Cash Withdrawals,840.32
301,27/07/2024,Cash Withdrawals,Cash Withdrawals,3545.24
301,2024-05-21,Transfers,Transfers,1843.73
301,07/11/2024,Food & Dining,Swiggy,1181.4
301,"Jun 09, 2024",Utility Bill,Gas,4181.84
301,25/08/2024,Salary Credit,Salary Credit,64541.8
301,07/09/2024,Food & Dining,Zomato,4467.05
301,25/10/2024,Food & Dining,Zomato,235.77
301,2025-01-22,Food & Dining,Starbucks,1692.75
301,10/07/2024,Loan EMI Payment,SBI Home Loan,79.89
301,"Sep 27, 2024",Loan EMI Payment,ICICI EMI,4428.5
301,2024-06-11,Transfers,Transfers,3765.94
301,2024-11-24,Utility Bill,Water,4339.38
301,21/07/2024,Cash Withdrawals,Cash Withdrawals,1196.32
301,"Dec 01, 2024",Loan EMI Payment,HDFC Loan,1047.21
301,18/01/2025,Cash Withdrawals,Cash Withdrawals,295.18
301,05/02/2025,Salary Credit,Salary Credit,77668.52
301,"Nov 21, 2024",Shopping,Flipkart,1538.58
301,15/01/2025,Cash Withdrawals,Cash Withdrawals,4029.5
301,"Mar 18, 2024",Shopping,Amazon,4619.05
301,"Mar 26, 2024",Salary Credit,Salary Credit,37355.0
301,2024-10-17,Cash Withdrawals,Cash Withdrawals,438.15
301,22/09/2024,Food & Dining,Swiggy,2723.08
301,"Dec 10, 2024",Loan EMI Payment,SBI Home Loan,3282.32
301,2024-12-18,Salary Credit,Salary Credit,54259.64
301,2024-06-25,Food & Dining,Starbucks,2275.7
301,"Dec 25, 2024",Food & Dining,Zomato,2925.94
301,"Apr 08, 2024",Shopping,Myntra,1564.73
301,"May 27, 2024",Salary Credit,Salary Credit,78433.64
301,2024-11-29,Loan EMI Payment,HDFC Loan,4217.06
301,"May 04, 2024",Food & Dining,Zomato,3422.98
301,2025-02-08,Utility Bill,Gas,3338.52
301,"Nov 29, 2024",Utility Bill,Electricity,595.85
301,"Jul 16, 2024",Loan EMI Payment,SBI Home Loan,542.47
301,"Nov 10, 2024",Food & Dining,Zomato,4068.65
301,"Jun 11, 2024",Salary Credit,Salary Credit,43845.51
302,"Feb 15, 2024",Food & Dining,Zomato,3898.48
302,"Apr 18, 2024",Food & Dining,Swiggy,4709.62
302,2024-12-26,Cash Withdrawals,Cash Withdrawals,1501.78
302,21/08/2024,Food & Dining,Zomato,3786.45
302,"Feb 13, 2024",Utility Bill,Broadband,3206.76
302,2024-03-21,Loan EMI Payment,HDFC Loan,4262.76
302,11/03/2024,Food & Dining,Swiggy,2306.05
302,"Dec 09, 2024",Utility Bill,Water,2093.49
302,2024-11-09,Loan EMI Payment,HDFC Loan,3968.72
302,"Jul 24, 2024",Cash Withdrawals,Cash Withdrawals,858.99
302,03/09/2024,Utility Bill,Electricity,436.07
302,2024-07-23,Utility Bill,Gas,4512.45
302,2024-10-24,Transfers,Transfers,4619.33
302,2024-06-03,Cash Withdrawals,Cash Withdrawals,3409.3
302,2024-11-23,Food & Dining,Zomato,959.72
302,29/07/2024,Salary Credit,Salary Credit,94794.57
302,"Apr 19, 2024",Transfers,Transfers,4242.25
302,"Apr 21, 2024",Shopping,Amazon,1088.27
302,"Jul 07, 2024",Shopping,Flipkart,3564.86
302,"Apr 25, 2024",Utility Bill,Gas,1051.61
302,2024-11-12,Transfers,Transfers,3936.34
302,"Apr 05, 2024",Utility Bill,Gas,4014.38
302,"Apr 29, 2024",Loan EMI Payment,ICICI EMI,4472.51
302,"Aug 19, 2024",Cash Withdrawals,Cash Withdrawals,1213.5
302,23/04/2024,Cash Withdrawals,Cash Withdrawals,4162.71
302,26/08/2024,Shopping,Myntra,3552.65
302,2024-03-26,Salary Credit,Salary Credit,89688.7
302,2024-08-06,Transfers,Transfers,72.89
302,20/09/2024,Shopping,Flipkart,1811.84
302,2024-12-25,Salary Credit,Salary Credit,97048.38
302,2024-05-05,Transfers,Transfers,844.04
302,25/04/2024,Shopping,Myntra,4577.95
302,"May 01, 2024",Food & Dining,Swiggy,4040.91
302,2024-03-06,Loan EMI Payment,HDFC Loan,3811.28
302,30/11/2024,Shopping,Amazon,4116.77
302,2024-04-23,Food & Dining,Swiggy,4005.53
302,"Dec 23, 2024",Food & Dining,Zomato,2157.68
302,"Dec 03, 2024",Food & Dining,Swiggy,823.0
302,27/04/2024,Utility Bill,Water,1223.96
302,"May 23, 2024",Utility Bill,Water,3943.06
302,2025-01-28,Cash Withdrawals,Cash Withdrawals,1236.01
302,"Jan 16, 2025",Utility Bill,Gas,1257.0
302,2024-07-20,Transfers,Transfers,2315.01
302,02/08/2024,Shopping,Myntra,1092.22
302,"Oct 13, 2024",Loan EMI Payment,HDFC Loan,73.17
302,2025-02-01,Food & Dining,Starbucks,592.61
302,12/10/2024,Food & Dining,Starbucks,380.74
302,"Mar 26, 2024",Loan EMI Payment,HDFC Loan,2758.23
302,2025-01-15,Utility Bill,Broadband,1665.53
302,"Oct 17, 2024",Utility Bill,Gas,2105.13
303,17/04/2024,Salary Credit,Salary Credit,59352.1
303,14/03/2024,Cash Withdrawals,Cash Withdrawals,2106.54
303,05/06/2024,Salary Credit,Salary Credit,65042.49
303,"Mar 17, 2024",Food & Dining,Swiggy,3065.52
303,08/07/2024,Salary Credit,Salary Credit,69774.35
303,"Apr 01, 2024",Utility Bill,Electricity,4095.84
303,30/05/2024,Shopping,Myntra,2027.55
303,"Mar 08, 2024",Food & Dining,Swiggy,3287.9
303,"Jun 24, 2024",Loan EMI Payment,HDFC Loan,2761.84
303,2024-02-24,Shopping,Amazon,4299.82
303,2024-09-27,Shopping,Myntra,2879.99
303,"May 14, 2024",Food & Dining,Zomato,1980.53
303,"Aug 16, 2024",Food & Dining,Swiggy,1120.55
303,19/08/2024,Utility Bill,Water,3153.85
303,31/10/2024,Loan EMI Payment,ICICI EMI,2592.95
303,2024-12-04,Food & Dining,Zomato,4637.92
303,"Mar 23, 2024",Shopping,Myntra,2136.91
303,"Feb 16, 2024",Loan EMI Payment,SBI Home Loan,1164.11
303,"Mar 07, 2024",Salary Credit,Salary Credit,70710.18
303,"May 26, 2024",Food & Dining,Zomato,757.71
303,30/11/2024,Shopping,Flipkart,1945.27
303,15/02/2024,Transfers,Transfers,2929.45
303,"Oct 28, 2024",Salary Credit,Salary Credit,69580.07
303,"Sep 26, 2024",Utility Bill,Broadband,2124.43
303,15/12/2024,Cash Withdrawals,Cash Withdrawals,508.28
303,"Feb 29, 2024",Transfers,Transfers,2386.31
303,21/03/2024,Transfers,Transfers,4557.13
303,2024-05-04,Shopping,Myntra,2689.01
303,02/09/2024,Utility Bill,Gas,903.21
303,2024-12-16,Transfers,Transfers,1000.95
303,"Feb 15, 2024",Shopping,Myntra,2504.01
303,2024-07-07,Salary Credit,Salary Credit,52311.07
303,04/10/2024,Transfers,Transfers,4157.93
303,01/09/2024,Food & Dining,Starbucks,1697.17
303,2024-12-04,Transfers,Transfers,1393.39
303,"May 26, 2024",Cash Withdrawals,Cash Withdrawals,4082.16
303,"Feb 09, 2025",Salary Credit,Salary Credit,94285.26
303,19/08/2024,Utility Bill,Electricity,4916.81
303,"Aug 14, 2024",Food & Dining,Swiggy,848.86
303,2024-12-02,Loan EMI Payment,SBI Home Loan,3380.87
303,22/06/2024,Food & Dining,Starbucks,4551.86
303,"Oct 04, 2024",Loan EMI Payment,HDFC Loan,2817.31
303,28/07/2024,Transfers,Transfers,374.78
303,"Jun 22, 2024",Food & Dining,Swiggy,4592.26
303,"Jul 05, 2024",Shopping,Flipkart,2341.21
303,03/11/2024,Salary Credit,Salary Credit,38901.69
303,2025-01-23,Shopping,Flipkart,2754.48
303,2024-06-25,Shopping,Myntra,1391.85
303,14/06/2024,Food & Dining,Starbucks,3308.17
303,26/12/2024,Shopping,Myntra,4994.06
304,"May 16, 2024",Shopping,Amazon,1709.31
304,12/02/2025,Cash Withdrawals,Cash Withdrawals,2081.96
304,2024-07-02,Transfers,Transfers,135.85
304,2024-10-28,Cash Withdrawals,Cash Withdrawals,1413.51
304,2024-07-16,Transfers,Transfers,3500.25
304,"Jul 08, 2024",Transfers,Transfers,2855.39
304,2024-10-07,Utility Bill,Electricity,1862.86
304,2024-03-06,Loan EMI Payment,ICICI EMI,3284.86
304,"Jun 30, 2024",Shopping,Amazon,4697.51
304,2025-01-17,Utility Bill,Broadband,1077.67
304,"Jun 20, 2024",Shopping,Amazon,3380.58
304,22/12/2024,Utility Bill,Water,4808.22
304,2024-03-22,Salary Credit,Salary Credit,67184.56
304,2024-02-14,Shopping,Myntra,1266.22
304,2024-08-08,Salary Credit,Salary Credit,54779.19
304,2025-01-16,Transfers,Transfers,3780.5
304,"Nov 10, 2024",Cash Withdrawals,Cash Withdrawals,3938.02
304,2024-07-18,Food & Dining,Starbucks,325.39
304,"Nov 20, 2024",Transfers,Transfers,1881.29
304,"Jan 02, 2025",Shopping,Flipkart,1397.92
304,2025-01-22,Shopping,Flipkart,2348.51
304,06/02/2025,Cash Withdrawals,Cash Withdrawals,3849.32
304,2024-04-06,Utility Bill,Electricity,4429.49
304,22/02/2024,Utility Bill,Broadband,4321.81
304,2024-10-03,Food & Dining,Zomato,635.6
304,31/03/2024,Loan EMI Payment,SBI Home Loan,4057.74
304,"Jan 15, 2025",Utility Bill,Water,3056.81
304,2024-09-06,Transfers,Transfers,379.49
304,31/05/2024,Cash Withdrawals,Cash Withdrawals,1773.18
304,2024-11-10,Salary Credit,Salary Credit,55928.75
304,"Nov 30, 2024",Cash Withdrawals,Cash Withdrawals,1259.65
304,"Dec 25, 2024",Food & Dining,Swiggy,3043.82
304,19/05/2024,Shopping,Myntra,3553.12
304,2024-07-05,Utility Bill,Electricity,1454.0
304,06/08/2024,Food & Dining,Zomato,1542.18
304,2024-10-10,Cash Withdrawals,Cash Withdrawals,877.16
304,2024-11-05,Shopping,Amazon,2281.3
304,25/10/2024,Salary Credit,Salary Credit,55652.19
304,"Jan 15, 2025",Cash Withdrawals,Cash Withdrawals,4181.58
304,15/08/2024,Salary Credit,Salary Credit,54513.23
304,"Aug 30, 2024",Loan EMI Payment,HDFC Loan,1712.03
304,2024-07-22,Food & Dining,Zomato,2065.25
304,"Oct 26, 2024",Shopping,Flipkart,247.61
304,25/04/2024,Utility Bill,Electricity,2902.95
304,14/02/2024,Salary Credit,Salary Credit,57600.32
304,"Oct 17, 2024",Shopping,Amazon,4798.96
304,2025-02-12,Shopping,Amazon,1457.61
304,2024-12-24,Cash Withdrawals,Cash Withdrawals,2667.42
304,2024-06-17,Food & Dining,Swiggy,262.5
304,2024-02-19,Cash Withdrawals,Cash Withdrawals,1861.32
305,2024-10-16,Food & Dining,Starbucks,215.46
305,"Jul 01, 2024",Loan EMI Payment,HDFC Loan,3107.39
305,2025-01-17,Cash Withdrawals,Cash Withdrawals,2196.07
305,"Mar 01, 2024",Loan EMI Payment,HDFC Loan,2984.55
305,2024-12-22,Transfers,Transfers,1977.51
305,24/11/2024,Utility Bill,Water,4669.59
305,2024-06-18,Transfers,Transfers,2086.61
305,2024-11-02,Salary Credit,Salary Credit,43345.06
305,"Aug 03, 2024",Utility Bill,Gas,2604.36
305,13/05/2024,Utility Bill,Electricity,2340.96
305,05/10/2024,Salary Credit,Salary Credit,47397.74
305,19/08/2024,Transfers,Transfers,221.99
305,17/07/2024,Transfers,Transfers,2311.62
305,26/11/2024,Cash Withdrawals,Cash Withdrawals,368.28
305,07/10/2024,Utility Bill,Water,1490.3
305,2024-12-17,Transfers,Transfers,3668.8
305,2024-03-15,Utility Bill,Water,2563.16
305,2024-06-27,Salary Credit,Salary Credit,43902.63
305,2024-07-28,Salary Credit,Salary Credit,49456.47
305,11/02/2025,Shopping,Myntra,2383.87
305,08/02/2025,Cash Withdrawals,Cash Withdrawals,4881.54
305,2025-02-12,Shopping,Flipkart,2142.72
305,08/02/2025,Loan EMI Payment,HDFC Loan,3661.17
305,"Aug 15, 2024",Food & Dining,Starbucks,2986.57
305,25/10/2024,Utility Bill,Broadband,1518.25
305,"Jan 10, 2025",Shopping,Myntra,2247.47
305,"Nov 10, 2024",Salary Credit,Salary Credit,90944.73
305,2025-01-29,Transfers,Transfers,897.05
305,"Mar 23, 2024",Salary Credit,Salary Credit,33775.59
305,"Nov 24, 2024",Cash Withdrawals,Cash Withdrawals,239.85
305,11/07/2024,Utility Bill,Gas,1712.28
305,"Jun 06, 2024",Transfers,Transfers,4449.5
305,05/10/2024,Shopping,Myntra,4533.38
305,"Apr 28, 2024",Utility Bill,Gas,3289.22
305,2024-11-15,Shopping,Amazon,4803.79
305,2024-04-08,Transfers,Transfers,1634.4
305,15/01/2025,Loan EMI Payment,HDFC Loan,3924.53
305,"Sep 01, 2024",Food & Dining,Starbucks,756.77
305,2025-01-18,Shopping,Flipkart,2870.81
305,2024-09-22,Salary Credit,Salary Credit,78993.59
305,13/12/2024,Transfers,Transfers,2747.45
305,"Jan 10, 2025",Food & Dining,Zomato,1720.69
305,2024-11-17,Shopping,Flipkart,2847.28
305,"Aug 26, 2024",Loan EMI Payment,SBI Home Loan,2823.88
305,25/02/2024,Utility Bill,Electricity,1778.43
305,2024-04-02,Loan EMI Payment,HDFC Loan,2426.13
305,2024-08-24,Salary Credit,Salary Credit,75788.11
305,"Dec 18, 2024",Cash Withdrawals,Cash Withdrawals,287.87
305,"Mar 17, 2024",Salary Credit,Salary Credit,60279.32
305,2024-06-09,Utility Bill,Gas,704.89
306,"Jan 01, 2025",Salary Credit,Salary Credit,45683.31
306,2024-10-31,Shopping,Myntra,1094.14
306,2024-09-13,Loan EMI Payment,SBI Home Loan,1038.67
306,"Jan 17, 2025",Food & Dining,Starbucks,1938.77
306,12/08/2024,Loan EMI Payment,HDFC Loan,2715.53
306,2024-04-18,Salary Credit,Salary Credit,40829.98
306,26/01/2025,Salary Credit,Salary Credit,54195.23
306,2024-08-04,Loan EMI Payment,SBI Home Loan,846.75
306,2024-03-28,Cash Withdrawals,Cash Withdrawals,2459.24
306,2024-08-18,Utility Bill,Gas,430.89
306,27/10/2024,Shopping,Flipkart,1714.74
306,"Sep 09, 2024",Food & Dining,Zomato,4274.62
306,16/05/2024,Transfers,Transfers,4755.28
306,"May 17, 2024",Utility Bill,Water,3845.04
306,05/05/2024,Food & Dining,Zomato,1778.67
306,"Apr 19, 2024",Food & Dining,Starbucks,4603.07
306,"Dec 01, 2024",Cash Withdrawals,Cash Withdrawals,3980.66
306,2024-10-26,Utility Bill,Gas,3666.13
306,10/11/2024,Food & Dining,Swiggy,3487.42
306,18/03/2024,Loan EMI Payment,SBI Home Loan,4481.76
306,2024-03-24,Cash Withdrawals,Cash Withdrawals,806.44
306,"Jul 30, 2024",Salary Credit,Salary Credit,41564.82
306,16/11/2024,Cash Withdrawals,Cash Withdrawals,1477.17
306,24/02/2024,Food & Dining,Swiggy,1823.99
306,15/04/2024,Cash Withdrawals,Cash Withdrawals,3189.31
306,"Feb 07, 2025",Shopping,Amazon,491.45
306,"Feb 07, 2025",Food & Dining,Swiggy,3817.56
306,2024-06-18,Cash Withdrawals,Cash Withdrawals,1111.9
306,2025-01-28,Shopping,Amazon,359.99
306,2024-07-10,Food & Dining,Starbucks,2144.99
306,"Dec 06, 2024",Food & Dining,Swiggy,1743.01
306,31/05/2024,Transfers,Transfers,637.52
306,"May 08, 2024",Transfers,Transfers,3295.35
306,2024-11-18,Loan EMI Payment,ICICI EMI,4516.66
306,23/05/2024,Loan EMI Payment,ICICI EMI,2689.28
306,2024-10-28,Shopping,Amazon,1874.06
306,15/08/2024,Salary Credit,Salary Credit,38956.24
306,26/01/2025,Transfers,Transfers,1121.96
306,"Oct 30, 2024",Utility Bill,Electricity,1100.59
306,"Mar 31, 2024",Loan EMI Payment,SBI Home Loan,1735.79
306,"Oct 28, 2024",Salary Credit,Salary Credit,55770.0
306,05/04/2024,Cash Withdrawals,Cash Withdrawals,4744.76
306,"Feb 05, 2025",Salary Credit,Salary Credit,50265.74
306,"Sep 07, 2024",Cash Withdrawals,Cash Withdrawals,4470.7
306,16/10/2024,Cash Withdrawals,Cash Withdrawals,4581.48
306,"Nov 20, 2024",Salary Credit,Salary Credit,36124.66
306,2024-08-22,Shopping,Flipkart,4009.67
306,2024-03-19,Utility Bill,Water,4338.96
306,"Dec 17, 2024",Cash Withdrawals,Cash Withdrawals,913.57
306,"Nov 07, 2024",Cash Withdrawals,Cash Withdrawals,3617.4
307,2024-06-21,Cash Withdrawals,Cash Withdrawals,415.14
307,"Jan 16, 2025",Cash Withdrawals,Cash Withdrawals,218.59
307,09/05/2024,Loan EMI Payment,ICICI EMI,2846.77
307,"Feb 08, 2025",Cash Withdrawals,Cash Withdrawals,1846.09
307,23/09/2024,Loan EMI Payment,SBI Home Loan,2936.13
307,"Dec 06, 2024",Cash Withdrawals,Cash Withdrawals,1570.46
307,05/02/2025,Shopping,Amazon,386.19
307,"Oct 03, 2024",Food & Dining,Swiggy,4646.1
307,09/03/2024,Food & Dining,Zomato,754.67
307,"Oct 20, 2024",Cash Withdrawals,Cash Withdrawals,1185.5
307,25/06/2024,Food & Dining,Starbucks,4559.62
307,08/07/2024,Utility Bill,Broadband,4840.77
307,"Jan 31, 2025",Shopping,Amazon,4571.68
307,2024-11-17,Transfers,Transfers,573.03
307,27/11/2024,Food & Dining,Swiggy,1218.73
307,2024-11-24,Food & Dining,Zomato,4095.78
307,"Nov 20, 2024",Salary Credit,Salary Credit,58923.79
307,2024-07-10,Transfers,Transfers,4123.07
307,2024-10-23,Loan EMI Payment,SBI Home Loan,414.17
307,"Oct 19, 2024",Transfers,Transfers,1630.97
307,13/12/2024,Salary Credit,Salary Credit,61413.36
307,"Sep 18, 2024",Food & Dining,Starbucks,3288.44
307,"Jan 10, 2025",Food & Dining,Zomato,3470.48
307,31/07/2024,Shopping,Myntra,3867.74
307,22/12/2024,Food & Dining,Swiggy,1279.94
307,13/05/2024,Transfers,Transfers,3633.08
307,2024-05-09,Loan EMI Payment,HDFC Loan,3122.25
307,"May 23, 2024",Shopping,Myntra,3643.78
307,2024-03-28,Salary Credit,Salary Credit,95113.8
307,2024-06-05,Shopping,Amazon,2841.03
307,2024-03-18,Shopping,Myntra,4807.37
307,"Mar 27, 2024",Salary Credit,Salary Credit,86986.84
307,2024-03-18,Food & Dining,Swiggy,2917.57
307,24/06/2024,Shopping,Amazon,4227.52
307,"Nov 26, 2024",Utility Bill,Gas,4263.48
307,29/09/2024,Transfers,Transfers,623.7
307,2025-02-10,Loan EMI Payment,ICICI EMI,773.99
307,2024-04-26,Transfers,Transfers,1728.67
307,2024-11-28,Cash Withdrawals,Cash Withdrawals,2968.49
307,"Feb 12, 2025",Food & Dining,Swiggy,89.92
307,29/03/2024,Loan EMI Payment,SBI Home Loan,2098.12
307,22/09/2024,Transfers,Transfers,3860.21
307,"Jul 04, 2024",Utility Bill,Electricity,1114.7
307,02/04/2024,Cash Withdrawals,Cash Withdrawals,808.58
307,"Jan 09, 2025",Utility Bill,Gas,571.62
307,2024-06-13,Transfers,Transfers,2466.03
307,09/07/2024,Salary Credit,Salary Credit,92556.99
307,"Sep 24, 2024",Transfers,Transfers,918.95
307,25/11/2024,Loan EMI Payment,ICICI EMI,4510.12
307,13/02/2024,Cash Withdrawals,Cash Withdrawals,3162.01
308,"Jun 12, 2024",Salary Credit,Salary Credit,93738.31
308,2024-03-08,Cash Withdrawals,Cash Withdrawals,1327.67
308,"Sep 29, 2024",Shopping,Flipkart,1097.24
308,"Sep 08, 2024",Transfers,Transfers,4137.44
308,"Apr 26, 2024",Transfers,Transfers,4276.47
308,06/01/2025,Loan EMI Payment,ICICI EMI,351.57
308,12/07/2024,Transfers,Transfers,940.11
308,"Jul 26, 2024",Loan EMI Payment,HDFC Loan,2888.57
308,16/06/2024,Loan EMI Payment,HDFC Loan,2615.79
308,"Dec 08, 2024",Food & Dining,Starbucks,1518.91
308,03/07/2024,Salary Credit,Salary Credit,69786.64
308,2024-12-18,Shopping,Flipkart,610.13
308,"Nov 02, 2024",Loan EMI Payment,ICICI EMI,3963.66
308,09/02/2025,Cash Withdrawals,Cash Withdrawals,2878.9
308,2024-12-18,Food & Dining,Starbucks,2087.61
308,02/04/2024,Food & Dining,Swiggy,4977.69
308,2024-09-01,Loan EMI Payment,SBI Home Loan,337.16
308,27/10/2024,Salary Credit,Salary Credit,82980.56
308,2024-10-03,Cash Withdrawals,Cash Withdrawals,2162.25
308,29/09/2024,Utility Bill,Electricity,4169.84
308,2024-05-09,Transfers,Transfers,3403.0
308,25/03/2024,Transfers,Transfers,4781.94
308,15/07/2024,Salary Credit,Salary Credit,52960.03
308,"Feb 16, 2024",Loan EMI Payment,SBI Home Loan,2857.94
308,"Sep 09, 2024",Cash Withdrawals,Cash Withdrawals,550.25
308,09/01/2025,Transfers,Transfers,1244.75
308,2024-08-09,Transfers,Transfers,4359.05
308,2024-06-14,Shopping,Flipkart,2904.27
308,"Apr 09, 2024",Loan EMI Payment,SBI Home Loan,2557.48
308,25/12/2024,Loan EMI Payment,ICICI EMI,2567.56
308,2024-06-07,Cash Withdrawals,Cash Withdrawals,711.23
308,"Jan 03, 2025",Food & Dining,Swiggy,3222.45
308,08/05/2024,Utility Bill,Electricity,2110.97
308,"Aug 25, 2024",Cash Withdrawals,Cash Withdrawals,4778.18
308,"Nov 03, 2024",Transfers,Transfers,3958.52
308,"Aug 08, 2024",Shopping,Myntra,2635.92
308,10/04/2024,Loan EMI Payment,SBI Home Loan,1621.3
308,03/10/2024,Salary Credit,Salary Credit,90329.71
308,02/06/2024,Loan EMI Payment,ICICI EMI,3226.87
308,"Apr 09, 2024",Cash Withdrawals,Cash Withdrawals,2340.65
308,29/11/2024,Transfers,Transfers,1692.07
308,2024-10-28,Food & Dining,Zomato,132.32
308,2025-01-07,Cash Withdrawals,Cash Withdrawals,4237.71
308,"Dec 20, 2024",Food & Dining,Starbucks,1848.55
308,2024-12-30,Loan EMI Payment,HDFC Loan,1155.22
308,"Nov 12, 2024",Food & Dining,Swiggy,1285.66
308,"Feb 26, 2024",Salary Credit,Salary Credit,36431.46
308,02/10/2024,Utility Bill,Gas,4544.94
308,"Jun 16, 2024",Food & Dining,Swiggy,871.71
308,"Jun 11, 2024",Transfers,Transfers,646.89
309,"Aug 26, 2024",Food & Dining,Zomato,2349.83
309,06/11/2024,Food & Dining,Starbucks,229.13
309,31/03/2024,Salary Credit,Salary Credit,56876.47
309,"May 29, 2024",Food & Dining,Starbucks,1495.64
309,07/01/2025,Shopping,Flipkart,1503.33
309,13/11/2024,Salary Credit,Salary Credit,48640.3
309,22/09/2024,Salary Credit,Salary Credit,36035.68
309,"Aug 16, 2024",Cash Withdrawals,Cash Withdrawals,4872.09
309,2024-10-15,Cash Withdrawals,Cash Withdrawals,167.04
309,2024-12-30,Food & Dining,Swiggy,2257.25
309,06/05/2024,Salary Credit,Salary Credit,82744.67
309,"Aug 23, 2024",Transfers,Transfers,932.63
309,"Jun 05, 2024",Food & Dining,Swiggy,3866.7
309,12/11/2024,Shopping,Flipkart,2626.15
309,2024-07-08,Transfers,Transfers,1011.63
309,"Mar 06, 2024",Salary Credit,Salary Credit,33313.15
309,23/12/2024,Food & Dining,Zomato,294.9
309,2024-06-21,Loan EMI Payment,SBI Home Loan,1225.8
309,"Apr 12, 2024",Food & Dining,Zomato,4210.35
309,30/12/2024,Utility Bill,Broadband,670.63
309,2024-11-17,Transfers,Transfers,586.11
309,"May 04, 2024",Loan EMI Payment,ICICI EMI,634.56
309,"Jan 07, 2025",Loan EMI Payment,SBI Home Loan,2495.12
309,"Nov 23, 2024",Loan EMI Payment,HDFC Loan,544.83
309,2025-02-09,Food & Dining,Starbucks,4801.8
309,"Dec 23, 2024",Loan EMI Payment,SBI Home Loan,2117.74
309,2024-05-10,Utility Bill,Broadband,2385.1
309,"Nov 11, 2024",Cash Withdrawals,Cash Withdrawals,4933.5
309,2024-11-24,Transfers,Transfers,1508.9
309,2024-03-04,Shopping,Amazon,4898.25
309,2025-02-05,Loan EMI Payment,SBI Home Loan,1506.11
309,14/01/2025,Food & Dining,Starbucks,1689.19
309,10/12/2024,Shopping,Amazon,1664.49
309,2024-04-22,Utility Bill,Gas,654.08
309,"Jan 10, 2025",Loan EMI Payment,ICICI EMI,4316.38
309,20/08/2024,Transfers,Transfers,1969.25
309,2024-11-21,Loan EMI Payment,SBI Home Loan,1365.07
309,"Jul 14, 2024",Loan EMI Payment,SBI Home Loan,3101.37
309,"Jun 08, 2024",Shopping,Amazon,3488.51
309,"Dec 25, 2024",Salary Credit,Salary Credit,63442.86
309,"Oct 26, 2024",Transfers,Transfers,2931.4
309,"Feb 01, 2025",Transfers,Transfers,1284.38
309,07/01/2025,Food & Dining,Zomato,393.93
309,2024-04-14,Loan EMI Payment,HDFC Loan,2492.56
309,"Feb 21, 2024",Food & Dining,Starbucks,3578.97
309,"Sep 12, 2024",Food & Dining,Starbucks,1324.71
309,14/07/2024,Transfers,Transfers,4872.52
309,"Jun 23, 2024",Food & Dining,Swiggy,4958.24
309,"Jul 26, 2024",Food & Dining,Swiggy,3609.77
